全局序号,分类,分类内序号,等级,POI_ID,名称,子类,地址,经度,纬度,评分,价格/费用/余量,开放/服务时间,建议游览分钟,电话,标签,简介/用途,图片URL,动态字段,数据用途,选择分,备注
316,公安/警务点,,L3,2306,东环村警务室,社会治安机构,虞山镇开元路东环村5号,120.794678,31.659089,,,,,0512-52347110,警务、应急、公共安全,东环村警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,172.594,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
317,公安/警务点,,L3,2364,梦兰村警务室,社会治安机构,梦兰苑东南门旁,120.790015,31.623678,,,,,0512-52763696,警务、应急、公共安全,梦兰村警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,169.296,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
318,公安/警务点,,L3,2254,常熟市公安局交通警察大队,公安警察,虞山镇汽车交易市场福特路1号,120.795089,31.631736,,,24小时营业,,,警务、应急、公共安全,常熟市公安局交通警察大队用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,160.354,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
319,公安/警务点,,L3,2241,常熟市公安局交通警察大队五星中队,交通管理机构,长江路259号,120.753621,31.669791,,,周一至周五 08:30-11:00，13:30-17:00,,0512-52810022,警务、应急、公共安全,常熟市公安局交通警察大队五星中队用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,91.377,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
320,公安/警务点,,L3,2174,虹桥派出所,公安警察,香山北路20号,120.777341,31.66937,,,周一至周六 09:00-17:00,,0512-52347110,警务、应急、公共安全,虹桥派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,90.983,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
321,公安/警务点,,L3,2169,琴湖派出所,公安警察,金山路68号,120.782654,31.631927,,,周一至周六 09:00-16:30,,0512-52753110,警务、应急、公共安全,琴湖派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,90.692,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
322,公安/警务点,,L3,2171,服装城派出所,公安警察,商城中路9号,120.745899,31.6195,,,08:00-16:30,,0512-52742110,警务、应急、公共安全,服装城派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,90.646,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
323,公安/警务点,,L3,2246,常熟市公安局交通警察大队高架中队,交通管理机构,达海路与金腾路交叉口西140米,120.791875,31.677262,,,24小时营业,,0512-52731926,警务、应急、公共安全,常熟市公安局交通警察大队高架中队用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,90.413,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
324,公安/警务点,,L3,2357,城东派出所警务室,社会治安机构,南门大街与辛家弄交叉口东100米,120.744923,31.639109,,,24小时营业,,,警务、应急、公共安全,城东派出所警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,90.373,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
325,公安/警务点,,L3,2242,常熟市公安局交通警察大队虞山文化旅游度假区中队,交通管理机构,虞山南路7号,120.73122,31.646446,,,24小时营业,,,警务、应急、公共安全,常熟市公安局交通警察大队虞山文化旅游度假区中队用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,90.233,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
326,公安/警务点,,L3,2330,方塔派出所烟雨社区警务室,社会治安机构,烟雨路元和新村-3区,120.731813,31.633607,,,24小时营业,,,警务、应急、公共安全,方塔派出所烟雨社区警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.953,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
327,公安/警务点,,L3,2383,常熟市琴湖派出所金山警务室,公安警察,虞山街道金山苑二区,120.786549,31.635877,,,24小时营业,,,警务、应急、公共安全,常熟市琴湖派出所金山警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.679,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
328,公安/警务点,,L3,2170,莫城派出所,公安警察,东尖路8号,120.719055,31.59671,,,09:00-17:00,,0512-52451110,警务、应急、公共安全,莫城派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.514,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
329,公安/警务点,,L3,2186,东南派出所,公安警察,常昆路333号,120.787338,31.591699,,,09:00-17:00,,0512-52301110,警务、应急、公共安全,东南派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.324,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
330,公安/警务点,,L3,2250,常熟市公安局交通警察大队东南中队,政府及社会团体相关,常昆路323号,120.788356,31.590589,,,"周一至周五 08:30-11:00,13:30-16:30",,0512-52526110,警务、应急、公共安全,常熟市公安局交通警察大队东南中队用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.271,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
331,公安/警务点,,L3,2400,迎春警务室,公安警察,虞山镇陈家市23号城管机动中队,120.750487,31.635045,,,,,0512-52763696,警务、应急、公共安全,迎春警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.266,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
332,公安/警务点,,L3,2187,周行派出所,公安警察,陶舍泾路55号,120.812275,31.70423,,,24小时营业,,0512-52591110;0512-52591191,警务、应急、公共安全,周行派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.217,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
333,公安/警务点,,L3,2165,虞山文化旅游度假区派出所,公安警察,拂水堤9号,120.69526,31.651008,,,09:00-17:00,,,警务、应急、公共安全,虞山文化旅游度假区派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,89.094,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
334,公安/警务点,,L3,2178,古里派出所,公安警察,古里镇文学街36号,120.844695,31.6324,,,09:00-17:00,,0512-52521110;0512-52524029,警务、应急、公共安全,古里派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,88.84,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
335,公安/警务点,,L3,2276,东南派出所小康村警务室,社会治安机构,高新区小康文化中心东南门东60米,120.822825,31.613741,,,24小时营业,,,警务、应急、公共安全,东南派出所小康村警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,88.202,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
336,公安/警务点,,L3,2190,练塘派出所,公安警察,练塘大道58号,120.644697,31.613751,,,08:00-16:00,,0512-52441085;0512-52441110,警务、应急、公共安全,练塘派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,88.097,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
337,公安/警务点,,L3,2281,唐北警务室,社会治安机构,南桥路11-1号(唐北村委会隔壁),120.812912,31.565202,,,08:30-21:00,,0512-52571110;0512-52578110,警务、应急、公共安全,唐北警务室用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,88.016,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
338,公安/警务点,,L3,2176,海虞派出所,公安警察,海虞镇海阳路65号,120.80881,31.74533,,,09:00-17:00,,0512-52561423,警务、应急、公共安全,海虞派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,87.982,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
339,公安/警务点,,L3,2181,梅李派出所,公安警察,人民路9号,120.866984,31.710141,,,09:00-17:00,,0512-52661110,警务、应急、公共安全,梅李派出所用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,87.626,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
340,公安/警务点,,L3,2239,常熟市公安局交通警察大队梅李中队,交通管理机构,赵市路常熟市交巡警大队梅李中队,120.861314,31.720178,,,24小时营业,,0512-52215661,警务、应急、公共安全,常熟市公安局交通警察大队梅李中队用于紧急求助、公共安全和游客应急联系。,,,路线规划/应急服务主节点,87.572,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
341,公安/警务点,,L2,2373,常熟公安局兴福派出所虞北梅园社区警务室,公检法机关,山茶花路与虞山北路交叉口南40米,120.730875,31.665975,,,,,,警务、应急、公共安全,常熟公安局兴福派出所虞北梅园社区警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,162.136,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
342,公安/警务点,,L2,2285,常熟市公安局(虞山尚湖度假区派出所),公安警察,虞山林场寺路街11号,120.726706,31.667808,,,,,,警务、应急、公共安全,常熟市公安局(虞山尚湖度假区派出所)用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,160.981,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
343,公安/警务点,,L2,2394,小山村警务室,公安警察,虞山镇山明路小山村委会旁,120.693726,31.698561,,,,,0512-52362375,警务、应急、公共安全,小山村警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,87.383,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
344,公安/警务点,,L2,2168,常熟市赵市派出所,公安警察,赵市镇,120.841526,31.745558,,,09:00-17:00,,0512-52381110,警务、应急、公共安全,常熟市赵市派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,87.374,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
345,公安/警务点,,L2,2318,沙家浜派出所交通警务室,公安警察,春来大道与澄南路交叉口北100米,120.774923,31.55196,,,24小时营业,,,警务、应急、公共安全,沙家浜派出所交通警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.969,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
346,公安/警务点,,L2,2420,辛庄交警中队,交通管理机构,正义路,120.673582,31.540679,,,08:30-17:00,,0512-52481216;0512-52481401,警务、应急、公共安全,辛庄交警中队用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.876,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
347,公安/警务点,,L2,2179,辛庄派出所,公安警察,正义路,120.673106,31.540787,,,24小时营业,,0512-52481216,警务、应急、公共安全,辛庄派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.871,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
348,公安/警务点,,L2,2325,尚湖派出所110处警服务中心,公安警察,永平路常熟市公安局交警大队尚湖中队,120.625943,31.658083,,,24小时营业,,,警务、应急、公共安全,尚湖派出所110处警服务中心用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.798,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
349,公安/警务点,,L2,2193,福山派出所,公安警察,东环路,120.770974,31.789256,,,09:00-17:00,,0512-52621110,警务、应急、公共安全,福山派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.694,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
350,公安/警务点,,L2,2182,张桥派出所,公安警察,辛庄镇东新路2号,120.604288,31.596449,,,09:00-18:00,,0512-52462110,警务、应急、公共安全,张桥派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.599,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
351,公安/警务点,,L2,2326,沙家浜派出所中利腾晖警务室,社会治安机构,沙家浜镇复兴路腾辉光伏工业园腾辉路1号腾辉警务室附近,120.828287,31.560735,,,24小时营业,,,警务、应急、公共安全,沙家浜派出所中利腾晖警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.596,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
352,公安/警务点,,L2,2173,白茆派出所,公安警察,新市北路与红豆路交汇处南,120.901422,31.595652,,,周一至周六 09:00-17:00,,0512-52531110;0512-52531300,警务、应急、公共安全,白茆派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.577,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
353,公安/警务点,,L2,2362,赵市派出所海城村警务室,社会治安机构,梅李镇海城村委员会东南门旁,120.838562,31.758736,,,24小时营业,,,警务、应急、公共安全,赵市派出所海城村警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,86.024,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
354,公安/警务点,,L2,2194,董浜派出所,公安警察,董浜镇,120.934397,31.646687,,,24小时营业,,0512-52681101,警务、应急、公共安全,董浜派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,85.974,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
355,公安/警务点,,L2,2390,董浜派出所永安村警务室,社会治安机构,永安家园东北门东南90米,120.935147,31.639855,,,24小时营业,,0512-52681110,警务、应急、公共安全,董浜派出所永安村警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,85.931,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
356,公安/警务点,,L2,2416,潭荡村警务室,公安警察,潭荡村村委会东南门旁,120.689121,31.538822,,,,,0512-52481110,警务、应急、公共安全,潭荡村警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,85.054,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
357,公安/警务点,,L2,2172,滨江派出所,公安警察,虹桥路68号,120.934056,31.746152,,,09:00-17:00,,0512-52631110;0512-52632110,警务、应急、公共安全,滨江派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,85.002,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
358,公安/警务点,,L2,2183,支塘派出所,公安警察,集贤路附近,120.966529,31.610563,,,09:00-17:00,,0512-52551525,警务、应急、公共安全,支塘派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,84.717,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
359,公安/警务点,,L2,2251,常熟市公安局交通警察大队滨江中队,交通管理机构,电厂路与扬子江大道交叉口东北80米,120.959549,31.720432,,,24小时营业,,0512-52269575,警务、应急、公共安全,常熟市公安局交通警察大队滨江中队用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,84.675,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
360,公安/警务点,,L2,2180,碧溪派出所,公安警察,扬子江大道199号,120.959793,31.720169,,,09:00-17:00,,0512-52691110;0512-52691270,警务、应急、公共安全,碧溪派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,84.671,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
361,公安/警务点,,L2,2313,碧溪派出所吴市中心警务室,公安警察,通化路与新建南路交叉口西南100米,120.991601,31.72217,,,24小时营业,,0512-52691110,警务、应急、公共安全,碧溪派出所吴市中心警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.653,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
362,公安/警务点,,L2,2366,常熟市公安局巡逻防控警察大队招商城中队,公安警察,商城中路常熟市公安局服装城派出所,120.745881,31.619532,,,24小时营业,,,警务、应急、公共安全,常熟市公安局巡逻防控警察大队招商城中队用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.647,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
363,公安/警务点,,L2,2344,颜北社区警务室,公安警察,颜北弄与颜港街交叉口东240米,120.753121,31.644224,,,,,0512-52763696,警务、应急、公共安全,颜北社区警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.627,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
364,公安/警务点,,L2,2387,漕泾警务室,社会治安机构,昭文路300号,120.766875,31.65934,,,,,0512-52347110,警务、应急、公共安全,漕泾警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.483,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
365,公安/警务点,,L2,2426,常熟交警24小时自助交警服务大厅,交通管理机构,常安机动车检测有限公司西北门南100米,120.795761,31.632966,,,08:30-16:00,,,警务、应急、公共安全,常熟交警24小时自助交警服务大厅用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.359,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
366,公安/警务点,,L2,2414,高新技术产业园派出所高新警务室,社会治安机构,建业路与东山路交叉口东200米,120.712687,31.685657,,,24小时营业,,,警务、应急、公共安全,高新技术产业园派出所高新警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.185,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
367,公安/警务点,,L2,2348,常熟市公安局服装城派出所湖泾警务室,政府及社会团体相关,常熟服装城社区卫生服务中心东侧50米,120.75037,31.632089,,,,,0512-52232307;0512-52751783,警务、应急、公共安全,常熟市公安局服装城派出所湖泾警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.152,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
368,公安/警务点,,L2,2322,高新技术产业园派出所高新园中专校区警务室,社会治安机构,苏州路与南海路交叉口西北100米,120.739392,31.70245,,,24小时营业,,,警务、应急、公共安全,高新技术产业园派出所高新园中专校区警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,83.056,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
369,公安/警务点,,L2,2279,常熟市公安局东南派出所东南食品城警务室,社会治安机构,东南食品广场,120.804337,31.626918,,,24小时营业,,,警务、应急、公共安全,常熟市公安局东南派出所东南食品城警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.995,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
370,公安/警务点,,L2,2185,高新技术产业园派出所,公安警察,苏州路22号,120.720917,31.703325,,,09:00-17:00,,,警务、应急、公共安全,高新技术产业园派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.804,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
371,公安/警务点,,L2,2188,东张派出所,公安警察,新闸路36号,121.02678,31.709752,,,09:00-17:00,,0512-52646110;0512-52646504,警务、应急、公共安全,东张派出所用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.665,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
372,公安/警务点,,L2,2419,常熟市公安局方塔派出所虞景文华警务室,社会治安机构,虞景文华广场东门南260米,120.741333,31.650259,,,,,,警务、应急、公共安全,常熟市公安局方塔派出所虞景文华警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.599,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
373,公安/警务点,,L2,2406,常熟市公安局莫城派出所-接处警窗口,政府及社会团体相关,东尖路8号附近,120.718757,31.597032,,,24小时营业,,,警务、应急、公共安全,常熟市公安局莫城派出所-接处警窗口用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.521,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
374,公安/警务点,,L2,2297,青莲警务室,公安警察,商城新村200号,120.736051,31.617792,,,,,0512-52747110,警务、应急、公共安全,青莲警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.494,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
375,公安/警务点,,L2,2360,漕湖社区警务室,公安警察,虞山街道湖苑新村一区2幢,120.769138,31.646485,,,,,,警务、应急、公共安全,漕湖社区警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.385,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
376,公安/警务点,,L2,2247,常熟市公安局交通警察大队莫城中队,交通管理机构,莫城东尖路58号,120.718271,31.590396,,,24小时营业,,,警务、应急、公共安全,常熟市公安局交通警察大队莫城中队用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.281,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
377,公安/警务点,,L2,2382,三峰警务室,公安警察,三峰街9号,120.711902,31.681498,,,,,0512-52851303,警务、应急、公共安全,三峰警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.271,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
378,公安/警务点,,L2,2376,毛桥村警务室,公安警察,南沙路与支岐路交叉口东南40米,120.745551,31.69851,,,,,0512-52197110,警务、应急、公共安全,毛桥村警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.244,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
379,公安/警务点,,L2,2371,莫城派出所莫城中学警务室,公安警察,莫城管理区学前街1号莫城中学,120.718488,31.588623,,,24小时营业,,,警务、应急、公共安全,莫城派出所莫城中学警务室用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.222,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
380,公安/警务点,,L2,2218,泰慈警务室境外人员服务站,政府机关相关,常熟市人民检察院南门西120米,120.767684,31.670269,,,,,,警务、应急、公共安全,泰慈警务室境外人员服务站用于紧急求助、公共安全和游客应急联系。,,,搜索/候选展示/后续补全,82.189,运营信息以现场或官方公告为准；本数据用于演示估算和前端分层展示。
381,卫生间,,L3,1509,公共厕所,公共厕所,古里镇青墩塘路常熟东南医院东200米湖东村健康主题公园附近,120.80786,31.631328,,,02:00-23:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,105.263,开放状态以现场公示为准；本数据用于前端分层展示。
382,卫生间,,L3,1494,公共卫生间,公共厕所,方塔东街48-2附近,120.754711,31.644012,,,06:00-21:00,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,101.669,开放状态以现场公示为准；本数据用于前端分层展示。
383,卫生间,,L3,1641,公共厕所,公共厕所,琴湖路与沙家浜路交叉口东北220米,120.759306,31.635602,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,101.365,开放状态以现场公示为准；本数据用于前端分层展示。
384,卫生间,,L3,1676,公共厕所,公共厕所,沙家浜路30号,120.766799,31.632205,,,19:00-23:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,101.176,开放状态以现场公示为准；本数据用于前端分层展示。
385,卫生间,,L3,1767,公共厕所,公共厕所,尚湖大道1080号,120.64471,31.644916,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,98.919,开放状态以现场公示为准；本数据用于前端分层展示。
386,卫生间,,L3,1488,公共厕所,公共厕所,胡琴路公园里,120.882566,31.719231,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,97.716,开放状态以现场公示为准；本数据用于前端分层展示。
387,卫生间,,L3,1829,公共厕所,公共厕所,江南大道97号滨江体育公园(西侧),120.92536,31.741044,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,96.3,开放状态以现场公示为准；本数据用于前端分层展示。
388,卫生间,,L3,1629,尚湖风景区-公共厕所,公共厕所,西三环路尚湖风景区内(南侧),120.689065,31.638117,,,,,,公厕、公共服务,尚湖风景区-公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,90.119,开放状态以现场公示为准；本数据用于前端分层展示。
389,卫生间,,L3,1635,虞山国家森林公园-公共厕所,公共厕所,虞山南路东150米,120.695328,31.664701,,,,,,公厕、公共服务,虞山国家森林公园-公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,85.331,开放状态以现场公示为准；本数据用于前端分层展示。
390,卫生间,,L3,1512,公共厕所,公共厕所,海虞北路与枫林路交叉口北220米公园内,120.755412,31.658551,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,81.824,开放状态以现场公示为准；本数据用于前端分层展示。
391,卫生间,,L3,1535,方塔园-公共厕所,公共厕所,方塔东街82-1号附近,120.75199,31.644314,,,,,,公厕、公共服务,方塔园-公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,81.683,开放状态以现场公示为准；本数据用于前端分层展示。
392,卫生间,,L3,1564,公共卫生间,公共厕所,山前街与虞山南路交叉口西140米,120.731012,31.645998,,,,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,81.331,开放状态以现场公示为准；本数据用于前端分层展示。
393,卫生间,,L3,1631,公共厕所,公共厕所,中山南路兴福城管中队对面停车场,120.724739,31.666575,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,81.099,开放状态以现场公示为准；本数据用于前端分层展示。
394,卫生间,,L3,1810,公共厕所,公共厕所,虞山镇金山社区卫生服务站东侧140米,120.784064,31.64146,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,81.019,开放状态以现场公示为准；本数据用于前端分层展示。
395,卫生间,,L3,1651,卫生间(常熟站),公共厕所,琴川大道100号常熟站1F层,120.781067,31.695913,,,,,,公厕、公共服务,卫生间(常熟站)用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.381,开放状态以现场公示为准；本数据用于前端分层展示。
396,卫生间,,L3,1655,卫生间(常熟站),公共厕所,琴川大道100号常熟站B1层,120.779133,31.697098,,,,,,公厕、公共服务,卫生间(常熟站)用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.372,开放状态以现场公示为准；本数据用于前端分层展示。
397,卫生间,,L3,1483,公共厕所,公共厕所,顺益虞山商业街12号,120.714621,31.691431,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.343,开放状态以现场公示为准；本数据用于前端分层展示。
398,卫生间,,L3,1547,公共厕所,公共厕所,红观音堂路与昆承湖西路交叉口西60米,120.734274,31.600242,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.138,开放状态以现场公示为准；本数据用于前端分层展示。
399,卫生间,,L3,1680,女卫生间(永旺梦乐城),女洗手间,东南大道168号永旺梦乐城2F层,120.776641,31.601475,,,,,,公厕、公共服务,女卫生间(永旺梦乐城)用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.127,开放状态以现场公示为准；本数据用于前端分层展示。
400,卫生间,,L3,1681,男卫生间(永旺梦乐城),男洗手间,东南大道168号永旺梦乐城3F层,120.776673,31.601418,,,,,,公厕、公共服务,男卫生间(永旺梦乐城)用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.125,开放状态以现场公示为准；本数据用于前端分层展示。
401,卫生间,,L3,1683,男卫生间(永旺梦乐城),男洗手间,东南大道168号永旺梦乐城2F层,120.777782,31.600687,,,,,,公厕、公共服务,男卫生间(永旺梦乐城)用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,80.09,开放状态以现场公示为准；本数据用于前端分层展示。
